Sensor Name,Date,Value,Formatted Value,Signal Strength,Voltage
Temperature - 888581,09/03/2022 13:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 13:44,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 13:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 13:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 13:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 13:04,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 12:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 12:44,23.9,23.9° C,100,2.6
Temperature - 888581,09/03/2022 12:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 12:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 12:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 12:04,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 11:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 11:44,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 11:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 11:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 11:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 11:04,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 10:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 10:44,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 10:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 10:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 10:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 10:04,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 09:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 09:44,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 09:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 09:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 09:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 09:04,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 08:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 08:44,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 08:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 08:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 08:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 08:04,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 07:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 07:44,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 07:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 07:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 07:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 07:04,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 06:54,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 06:44,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 06:34,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 06:24,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 06:14,23.9,23.9° C,100,2.61
Temperature - 888581,09/03/2022 06:04,24,24° C,100,2.61
Temperature - 888581,09/03/2022 05:54,24,24° C,100,2.61
Temperature - 888581,09/03/2022 05:44,24,24° C,100,2.61
Temperature - 888581,09/03/2022 05:34,24,24° C,100,2.61
Temperature - 888581,09/03/2022 05:24,24,24° C,100,2.61
Temperature - 888581,09/03/2022 05:14,24,24° C,100,2.61
Temperature - 888581,09/03/2022 05:04,24,24° C,100,2.61
Temperature - 888581,09/03/2022 04:54,24,24° C,100,2.61
Temperature - 888581,09/03/2022 04:44,24,24° C,100,2.61
Temperature - 888581,09/03/2022 04:34,24,24° C,100,2.61
Temperature - 888581,09/03/2022 04:24,24,24° C,100,2.61
Temperature - 888581,09/03/2022 04:14,24,24° C,100,2.61
Temperature - 888581,09/03/2022 04:04,24,24° C,100,2.61
Temperature - 888581,09/03/2022 03:54,24,24° C,100,2.61
Temperature - 888581,09/03/2022 03:44,24,24° C,100,2.61
Temperature - 888581,09/03/2022 03:34,24,24° C,100,2.61
Temperature - 888581,09/03/2022 03:24,24,24° C,100,2.61
Temperature - 888581,09/03/2022 03:14,24,24° C,100,2.61
Temperature - 888581,09/03/2022 03:04,24,24° C,100,2.61
Temperature - 888581,09/03/2022 02:54,24,24° C,100,2.61
Temperature - 888581,09/03/2022 02:44,24,24° C,100,2.61
Temperature - 888581,09/03/2022 02:34,24,24° C,100,2.61
Temperature - 888581,09/03/2022 02:24,24,24° C,100,2.61
Temperature - 888581,09/03/2022 02:14,24,24° C,100,2.61
Temperature - 888581,09/03/2022 02:04,24,24° C,100,2.61
Temperature - 888581,09/03/2022 01:54,24,24° C,100,2.61
Temperature - 888581,09/03/2022 01:44,24,24° C,100,2.61
Temperature - 888581,09/03/2022 01:34,24,24° C,100,2.61
Temperature - 888581,09/03/2022 01:24,24,24° C,100,2.61
Temperature - 888581,09/03/2022 01:14,24,24° C,100,2.61
Temperature - 888581,09/03/2022 01:04,24,24° C,100,2.61
Temperature - 888581,09/03/2022 00:54,24.1,24.1° C,100,2.61
Temperature - 888581,09/03/2022 00:44,24.1,24.1° C,100,2.6
Temperature - 888581,09/03/2022 00:34,24.1,24.1° C,100,2.61
Temperature - 888581,09/03/2022 00:24,24.1,24.1° C,100,2.61
Temperature - 888581,09/03/2022 00:14,24.1,24.1° C,100,2.61
Temperature - 888581,09/03/2022 00:04,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 23:54,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 23:44,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 23:34,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 23:24,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 23:14,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 23:04,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 22:54,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 22:44,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 22:34,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 22:24,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 22:14,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 22:04,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 21:54,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 21:44,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 21:34,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 21:24,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 21:14,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 21:04,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 20:54,24.1,24.1° C,100,2.61
Temperature - 888581,09/02/2022 20:44,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 20:34,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 20:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 20:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 20:04,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 19:54,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 19:44,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 19:34,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 19:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 19:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 19:04,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 18:54,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 18:44,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 18:34,24.2,24.2° C,100,2.62
Temperature - 888581,09/02/2022 18:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 18:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 18:04,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 17:54,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 17:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 17:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 17:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 17:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 17:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 16:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 16:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 16:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 16:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 16:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 16:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 15:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 15:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 15:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 15:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 15:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 15:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 14:54,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 14:44,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 14:34,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 14:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 14:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 14:04,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 13:54,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 13:44,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 13:34,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 13:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 13:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/02/2022 13:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 12:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 12:44,24.3,24.3° C,100,2.6
Temperature - 888581,09/02/2022 12:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 12:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 12:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 12:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 11:54,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 11:44,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 11:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 11:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 11:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 11:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 10:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 10:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 10:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 10:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 10:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 10:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 09:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 09:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 09:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 09:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 09:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 09:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 08:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 08:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 08:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/02/2022 08:24,24.3,24.3° C,100,2.62
Temperature - 888581,09/02/2022 08:14,24.4,24.4° C,100,2.62
Temperature - 888581,09/02/2022 08:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 07:54,24.4,24.4° C,100,2.62
Temperature - 888581,09/02/2022 07:44,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 07:34,24.4,24.4° C,100,2.62
Temperature - 888581,09/02/2022 07:24,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 07:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 07:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/02/2022 06:54,24.4,24.4° C,100,2.62
Temperature - 888581,09/02/2022 06:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 06:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 06:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 06:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 06:04,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 05:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 05:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 05:34,24.5,24.5° C,100,2.61
Temperature - 888581,09/02/2022 05:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 05:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 05:04,24.5,24.5° C,100,2.61
Temperature - 888581,09/02/2022 04:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 04:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 04:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 04:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 04:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 04:04,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 03:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 03:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 03:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 03:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 03:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 03:04,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 02:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 02:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 02:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 02:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 02:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 02:04,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 01:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 01:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 01:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 01:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 01:14,24.6,24.6° C,100,2.62
Temperature - 888581,09/02/2022 01:04,24.6,24.6° C,100,2.62
Temperature - 888581,09/02/2022 00:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 00:44,24.6,24.6° C,100,2.6
Temperature - 888581,09/02/2022 00:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/02/2022 00:24,24.6,24.6° C,100,2.62
Temperature - 888581,09/02/2022 00:14,24.6,24.6° C,100,2.62
Temperature - 888581,09/02/2022 00:04,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 23:54,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 23:44,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 23:34,24.6,24.6° C,100,2.61
Temperature - 888581,09/01/2022 23:24,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 23:14,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 23:04,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 22:54,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 22:44,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 22:34,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 22:24,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 22:14,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 22:04,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 21:54,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 21:44,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 21:34,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 21:24,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 21:14,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 21:04,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 20:54,24.6,24.6° C,100,2.62
Temperature - 888581,09/01/2022 20:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 20:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 20:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 20:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 20:04,24.5,24.5° C,100,2.61
Temperature - 888581,09/01/2022 19:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 19:44,24.5,24.5° C,100,2.61
Temperature - 888581,09/01/2022 19:34,24.5,24.5° C,100,2.61
Temperature - 888581,09/01/2022 19:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 19:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 19:04,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 18:54,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 18:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 18:34,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 18:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 18:14,24.4,24.4° C,100,2.62
Temperature - 888581,09/01/2022 18:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 17:54,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 17:44,24.4,24.4° C,100,2.62
Temperature - 888581,09/01/2022 17:34,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 17:24,24.4,24.4° C,100,2.62
Temperature - 888581,09/01/2022 17:14,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 17:04,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 16:54,24.5,24.5° C,100,2.61
Temperature - 888581,09/01/2022 16:44,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 16:34,24.5,24.5° C,100,2.61
Temperature - 888581,09/01/2022 16:24,24.5,24.5° C,100,2.62
Temperature - 888581,09/01/2022 16:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 16:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 15:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 15:44,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 15:34,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 15:24,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 15:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 15:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 14:54,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 14:44,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 14:34,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 14:24,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 14:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 14:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 13:54,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 13:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 13:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 13:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 13:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 13:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 12:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 12:44,24.3,24.3° C,100,2.6
Temperature - 888581,09/01/2022 12:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 12:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 12:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 12:04,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 11:54,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 11:44,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 11:34,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 11:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 11:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 11:04,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 10:54,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 10:44,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 10:34,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 10:24,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 10:14,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 10:04,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 09:54,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 09:44,24.1,24.1° C,100,2.61
Temperature - 888581,09/01/2022 09:34,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 09:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 09:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 09:04,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 08:54,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 08:44,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 08:34,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 08:24,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 08:14,24.2,24.2° C,100,2.61
Temperature - 888581,09/01/2022 08:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 07:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 07:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 07:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 07:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 07:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 07:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 06:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 06:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 06:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 06:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 06:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 06:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 05:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 05:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 05:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 05:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 05:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 05:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 04:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 04:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 04:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 04:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 04:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 04:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 03:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 03:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 03:34,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 03:24,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 03:14,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 03:04,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 02:54,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 02:44,24.3,24.3° C,100,2.61
Temperature - 888581,09/01/2022 02:34,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 02:24,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 02:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 02:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 01:54,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 01:44,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 01:34,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 01:24,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 01:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 01:04,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 00:54,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 00:44,24.4,24.4° C,100,2.6
Temperature - 888581,09/01/2022 00:34,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 00:24,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 00:14,24.4,24.4° C,100,2.61
Temperature - 888581,09/01/2022 00:04,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 11:54 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 11:44 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 11:34 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 11:24 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 11:14 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 11:04 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 10:54 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 10:44 PM,24.4,24.4° C,100,2.61
Temperature - 888581,08/31/2022 10:34 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 10:24 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 10:14 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 10:04 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 9:54 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 9:44 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 9:34 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 9:24 PM,24.3,24.3° C,100,2.61
Temperature - 888581,08/31/2022 9:14 PM,24.3,24.3° C,100,2.61
